name,region,prefix,set_code,set_type,release_date,set_card_list_name,set_card_gallery_name,image_url
Limited Edition 13,Japanese,LE13-JP,LE13,Booster pack,2008-06-21,Set Card Lists:Limited Edition 13 (OCG-JP),Set Card Galleries:Limited Edition 13 (OCG-JP),https://ms.yugipedia.com//b/b4/LE13-BoosterJP.jpg
Limited Edition 14,Japanese,LE14-JP,LE14,Booster pack,2008-10-21,Set Card Lists:Limited Edition 14 (OCG-JP),Set Card Galleries:Limited Edition 14 (OCG-JP),https://ms.yugipedia.com//7/77/LE14-BoosterJP.jpg
Limited Edition 15,Japanese,LE15-JP,LE15,Booster pack,2009-05-21,Set Card Lists:Limited Edition 15 (OCG-JP),Set Card Galleries:Limited Edition 15 (OCG-JP),https://ms.yugipedia.com//6/6b/LE15-BoosterJP.jpg
Limited Edition 16,Japanese,LE16-JP,LE16,Booster pack,2009-06-06,Set Card Lists:Limited Edition 16 (OCG-JP),Set Card Galleries:Limited Edition 16 (OCG-JP),https://ms.yugipedia.com//f/fd/LE16-BoosterJP.jpg
Limited Edition 17,Japanese,LE17-JP,LE17,Booster pack,2009-10-21,Set Card Lists:Limited Edition 17 (OCG-JP),Set Card Galleries:Limited Edition 17 (OCG-JP),https://ms.yugipedia.com//7/73/LE17-BoosterJP.jpg
Limited Edition 2,Japanese,WJ,WJ,Booster pack,2000-04-01,Set Card Lists:Limited Edition 2 (OCG-JP),Set Card Galleries:Limited Edition 2 (OCG-JP),https://ms.yugipedia.com//2/24/WJ-BoosterJP.png
Limited Edition 2: Joey Pack,Japanese,WJ,WJ,Booster pack,2000-04-01,Set Card Lists:Limited Edition 2: Joey Pack (OCG-JP),Set Card Galleries:Limited Edition 2: Joey Pack (OCG-JP),https://ms.yugipedia.com//f/fe/LE2-JoeyJP.jpg
Limited Edition 2: Keith Pack,Japanese,WJ,WJ,Booster pack,2000-04-01,Set Card Lists:Limited Edition 2: Keith Pack (OCG-JP),Set Card Galleries:Limited Edition 2: Keith Pack (OCG-JP),https://ms.yugipedia.com//b/b1/LE2-KeithJP.jpg
Limited Edition 2: Yugi Pack,Japanese,WJ,WJ,Booster pack,2000-04-01,Set Card Lists:Limited Edition 2: Yugi Pack (OCG-JP),Set Card Galleries:Limited Edition 2: Yugi Pack (OCG-JP),https://ms.yugipedia.com//b/bd/LE2-YugiJP.jpg
Limited Edition 3,Japanese,L3,L3,Booster pack,2001-04-01,Set Card Lists:Limited Edition 3 (OCG-JP),Set Card Galleries:Limited Edition 3 (OCG-JP),https://ms.yugipedia.com//1/12/L3-BoosterJP.png
Limited Edition 3: Joey Pack,Japanese,L3,L3,Booster pack,2001-04-01,Set Card Lists:Limited Edition 3: Joey Pack (OCG-JP),Set Card Galleries:Limited Edition 3: Joey Pack (OCG-JP),https://ms.yugipedia.com//7/7f/L3-BoosterJP-Joey.png
Limited Edition 3: Kaiba Pack,Japanese,L3,L3,Booster pack,2001-04-01,Set Card Lists:Limited Edition 3: Kaiba Pack (OCG-JP),Set Card Galleries:Limited Edition 3: Kaiba Pack (OCG-JP),https://ms.yugipedia.com//3/37/L3-BoosterJP-Kaiba.png
Limited Edition 3: Yugi Pack,Japanese,L3,L3,Booster pack,2001-04-01,Set Card Lists:Limited Edition 3: Yugi Pack (OCG-JP),Set Card Galleries:Limited Edition 3: Yugi Pack (OCG-JP),https://ms.yugipedia.com//c/cb/L3-BoosterJP-Yugi.jpg
Limited Edition 4,Japanese,LE4,LE4,Booster pack,2002-05-28,Set Card Lists:Limited Edition 4 (OCG-JP),Set Card Galleries:Limited Edition 4 (OCG-JP),https://ms.yugipedia.com//1/15/LE4-BoosterJP.jpg
Limited Edition 4: Marik Pack,Japanese,LE4,LE4,Booster pack,2002-05-28,Set Card Lists:Limited Edition 4: Marik Pack (OCG-JP),Set Card Galleries:Limited Edition 4: Marik Pack (OCG-JP),https://ms.yugipedia.com//a/a3/LE4-BoosterJP-Marik.jpg
Limited Edition 4: Yugi Pack,Japanese,LE4,LE4,Booster pack,2002-05-28,Set Card Lists:Limited Edition 4: Yugi Pack (OCG-JP),Set Card Galleries:Limited Edition 4: Yugi Pack (OCG-JP),https://ms.yugipedia.com//8/86/LE4-BoosterJP-Yugi.jpg
Limited Edition 5,Japanese,LE5,LE5,Booster pack,2003-04-08,Set Card Lists:Limited Edition 5 (OCG-JP),Set Card Galleries:Limited Edition 5 (OCG-JP),https://ms.yugipedia.com//4/47/LE5-BoosterJP.jpg
Limited Edition 5: Kaiba Pack,Japanese,LE5,LE5,Booster pack,2003-04-08,Set Card Lists:Limited Edition 5: Kaiba Pack (OCG-JP),Set Card Galleries:Limited Edition 5: Kaiba Pack (OCG-JP),https://ms.yugipedia.com//0/02/LE5-BoosterJP-Kaiba.jpg
Limited Edition 5: Yugi Pack,Japanese,LE5,LE5,Booster pack,2003-04-08,Set Card Lists:Limited Edition 5: Yugi Pack (OCG-JP),Set Card Galleries:Limited Edition 5: Yugi Pack (OCG-JP),https://ms.yugipedia.com//3/37/LE5-BoosterJP-Yugi.jpg
Limited Edition 6,Japanese,LE6-JP,LE6,Booster pack,2004-05-01,Set Card Lists:Limited Edition 6 (OCG-JP),Set Card Galleries:Limited Edition 6 (OCG-JP),https://ms.yugipedia.com//f/f2/LE6-BoosterJP.jpg
Limited Edition 7,Japanese,LE7-JP,LE7,V Jump mail orders,2004-10-21,Set Card Lists:Limited Edition 7 (OCG-JP),Set Card Galleries:Limited Edition 7 (OCG-JP),https://ms.yugipedia.com//d/d7/LE7-BoosterJP.jpg
Limited Edition 8,Japanese,LE8-JP,LE8,V Jump mail orders,2005-05-21,Set Card Lists:Limited Edition 8 (OCG-JP),Set Card Galleries:Limited Edition 8 (OCG-JP),https://ms.yugipedia.com//c/ce/LE8-BoosterJP.jpg
Limited Edition 9: Ultimate Seven Pack,Japanese,LE09-JP,LE09,Booster pack,2006-05-20,Set Card Lists:Limited Edition 9: Ultimate Seven Pack (OCG-JP),Set Card Galleries:Limited Edition 9: Ultimate Seven Pack (OCG-JP),https://ms.yugipedia.com//4/4c/LE09-BoosterJP.jpg
Limited Edition: Joey Pack,Japanese,,,Booster pack,1999-06-01,Set Card Lists:Limited Edition: Joey Pack (OCG-JP),Set Card Galleries:Limited Edition: Joey Pack (OCG-JP),https://ms.yugipedia.com//1/18/LE1-JoeyJP.jpg
Limited Edition: Kaiba Pack,Japanese,,,Booster pack,1999-06-01,Set Card Lists:Limited Edition: Kaiba Pack (OCG-JP),Set Card Galleries:Limited Edition: Kaiba Pack (OCG-JP),https://ms.yugipedia.com//0/0d/LE1-KaibaJP.jpg
Limited Edition: Yugi Pack,Japanese,,,Booster pack,1999-06-01,Set Card Lists:Limited Edition: Yugi Pack (OCG-JP),Set Card Galleries:Limited Edition: Yugi Pack (OCG-JP),https://ms.yugipedia.com//0/07/LE1-YugiJP.jpg
Limited Pack GX: Slifer Red,Japanese,LPG1-JP,LPG1,Booster pack,2025-09-01,Set Card Lists:Limited Pack GX: Slifer Red (OCG-JP),,https://ms.yugipedia.com//5/50/LPG1-BoosterJP.png
Link Monster Present,Japanese,17CC-JP,17CC,Promotional card,2017-09-09,Set Card Lists:Link Monster Present (OCG-JP),Set Card Galleries:Link Monster Present (OCG-JP),https://ms.yugipedia.com//1/15/17CC-PromoJP.png
LINK VRAINS Box,Japanese,LVB1-JP,LVB1,Preconstructed Deck,2017-12-23,Set Card Lists:LINK VRAINS Box (OCG-JP),Set Card Galleries:LINK VRAINS Box (OCG-JP),https://ms.yugipedia.com//d/d4/LVB1-DeckJP.png
LINK VRAINS Duelist Set,Japanese,LVDS-JP,LVDS,Preconstructed Deck,2019-08-31,Set Card Lists:LINK VRAINS Duelist Set (OCG-JP),Set Card Galleries:LINK VRAINS Duelist Set (OCG-JP),https://ms.yugipedia.com//b/bd/LVDS-DeckJP.png
LINK VRAINS Edition,Japanese,VP17-JP,VP17,Booster pack,2017-07-21,Set Card Lists:LINK VRAINS Edition (OCG-JP),Set Card Galleries:LINK VRAINS Edition (OCG-JP),https://ms.yugipedia.com//5/57/VP17-BoosterJP.png
LINK VRAINS Pack,Japanese,LVP1-JP,LVP1,Booster pack,2017-11-25,Set Card Lists:LINK VRAINS Pack (OCG-JP),Set Card Galleries:LINK VRAINS Pack (OCG-JP),https://ms.yugipedia.com//c/c6/LVP1-BoosterJP.png
LINK VRAINS Pack 2,Japanese,LVP2-JP,LVP2,Booster pack,2018-11-23,Set Card Lists:LINK VRAINS Pack 2 (OCG-JP),Set Card Galleries:LINK VRAINS Pack 2 (OCG-JP),https://ms.yugipedia.com//1/1a/LVP2-BoosterJP.png
LINK VRAINS Pack 3,Japanese,LVP3-JP,LVP3,Booster pack,2019-11-23,Set Card Lists:LINK VRAINS Pack 3 (OCG-JP),Set Card Galleries:LINK VRAINS Pack 3 (OCG-JP),https://ms.yugipedia.com//7/7e/LVP3-BoosterJP.png
Lord of the Tachyon Galaxy,Japanese,LTGY-JP,LTGY,Booster pack,2013-02-16,Set Card Lists:Lord of the Tachyon Galaxy (OCG-JP),Set Card Galleries:Lord of the Tachyon Galaxy (OCG-JP),https://ms.yugipedia.com//3/30/LTGY-BoosterEN.png
Magic Ruler,Japanese,,,,,Set Card Lists:Magic Ruler (OCG-JP),Set Card Galleries:Magic Ruler (OCG-JP),
Magicians' Combination Duel Set,Japanese,20YJ-JPN,20YJ,Promotional card,2020-02-15,Set Card Lists:Magicians' Combination Duel Set (OCG-JP),Set Card Galleries:Magicians' Combination Duel Set (OCG-JP),https://ms.yugipedia.com//a/a0/MagiciansCombinationDuelSet-PromoJP.png
Maliss Duel Set,Japanese,25YJ-JPT,25YJ,Promotional card,2025-04-12,Set Card Lists:Maliss Duel Set (OCG-JP),,https://ms.yugipedia.com//8/82/MalissDuelSet-PromoJP.png
Master Collection Volume 1,Japanese,MC1-JP,MC1,,2005-03-17,Set Card Lists:Master Collection Volume 1 (OCG-JP),Set Card Galleries:Master Collection Volume 1 (OCG-JP),https://ms.yugipedia.com//5/5a/MC1-PromoEN.jpg
Master Collection Volume 2,Japanese,MC2-JP,MC2,,2006-03-16,Set Card Lists:Master Collection Volume 2 (OCG-JP),Set Card Galleries:Master Collection Volume 2 (OCG-JP),https://ms.yugipedia.com//f/f0/Master_Collection_2_Open.jpg
Master Collection Volume 3,Japanese,MC03-JP,MC03,,2007-03-15,Set Card Lists:Master Collection Volume 3 (OCG-JP),Set Card Galleries:Master Collection Volume 3 (OCG-JP),https://ms.yugipedia.com//c/cc/MC03-PromoJP.jpg
Master Guide 2 promotional cards,Japanese,MG02-JP,MG02,Book promotional card,2008-03-28,Set Card Lists:Master Guide 2 promotional cards (OCG-JP),Set Card Galleries:Master Guide 2 promotional cards (OCG-JP),https://ms.yugipedia.com//1/14/MG02-PromoJP.jpg
Master Guide 3 promotional cards,Japanese,MG03-JP,MG03,Book promotional card,2011-03-25,Set Card Lists:Master Guide 3 promotional cards (OCG-JP),Set Card Galleries:Master Guide 3 promotional cards (OCG-JP),https://ms.yugipedia.com//f/f7/MG03-PromoJP.jpg
Master Guide 4 promotional cards,Japanese,MG04-JP,MG04,Book promotional card,2014-03-20,Set Card Lists:Master Guide 4 promotional cards (OCG-JP),Set Card Galleries:Master Guide 4 promotional cards (OCG-JP),https://ms.yugipedia.com//1/10/MG04-PromoJP.png
Master Guide 5 promotional cards,Japanese,MG05-JP,MG05,Book promotional card,2017-04-28,Set Card Lists:Master Guide 5 promotional cards (OCG-JP),Set Card Galleries:Master Guide 5 promotional cards (OCG-JP),https://ms.yugipedia.com//6/63/MG05-PromoJP.png
Master Guide 6 promotional cards,Japanese,MG06-JP,MG06,Book promotional card,2020-02-07,Set Card Lists:Master Guide 6 promotional cards (OCG-JP),Set Card Galleries:Master Guide 6 promotional cards (OCG-JP),https://ms.yugipedia.com//2/2e/MG06-PromoJP.png
Master Guide promotional cards,Japanese,MG1-JP,MG1,Book promotional card,2004-09-28,Set Card Lists:Master Guide promotional cards (OCG-JP),Set Card Galleries:Master Guide promotional cards (OCG-JP),https://ms.yugipedia.com//b/be/MG1-PromoJP.jpg
Master Guide promotional cards (series),Japanese,,,,,Set Card Lists:Master Guide promotional cards (series) (OCG-JP),Set Card Galleries:Master Guide promotional cards (series) (OCG-JP),
Maximum Crisis,Japanese,MACR-JP,MACR,Booster pack,2017-01-14,Set Card Lists:Maximum Crisis (OCG-JP),Set Card Galleries:Maximum Crisis (OCG-JP),https://ms.yugipedia.com//a/a6/MACR-BoosterEN.png
Memories of the Duel King: Battle City Arc,Japanese,15AY-JPB,15AY,,2014-07-05,Set Card Lists:Memories of the Duel King: Battle City Arc (OCG-JP),Set Card Galleries:Memories of the Duel King: Battle City Arc (OCG-JP),https://ms.yugipedia.com//3/3b/15AY-DeckJP-VerB.png
Memories of the Duel King: Ceremonial Battle Arc,Japanese,15AY-JPC,15AY,,2014-08-23,Set Card Lists:Memories of the Duel King: Ceremonial Battle Arc (OCG-JP),Set Card Galleries:Memories of the Duel King: Ceremonial Battle Arc (OCG-JP),https://ms.yugipedia.com//f/f7/15AY-DeckJP-VerC.png
Memories of the Duel King: Duelist Kingdom Arc,Japanese,15AY-JPA,15AY,Preconstructed Deck,2014-03-08,Set Card Lists:Memories of the Duel King: Duelist Kingdom Arc (OCG-JP),Set Card Galleries:Memories of the Duel King: Duelist Kingdom Arc (OCG-JP),https://ms.yugipedia.com//7/7a/15AY-DeckJP.png
Metal Raiders,Japanese,,,,,Set Card Lists:Metal Raiders (OCG-JP),Set Card Galleries:Metal Raiders (OCG-JP),
Millennium Box Gold Edition,Japanese,MB01-JP,MB01,,2015-11-28,Set Card Lists:Millennium Box Gold Edition (OCG-JP),Set Card Galleries:Millennium Box Gold Edition (OCG-JP),https://ms.yugipedia.com//5/5f/MB01-DeckJP.png
Millennium Pack,Japanese,,,,,Set Card Lists:Millennium Pack (OCG-JP),Set Card Galleries:Millennium Pack (OCG-JP),
Monster Figure Collection promotional cards,Japanese,MFC1-JP,MFC1,Promotional card,2010-01-23,Set Card Lists:Monster Figure Collection promotional cards (OCG-JP),Set Card Galleries:Monster Figure Collection promotional cards (OCG-JP),https://ms.yugipedia.com//b/be/MFC1-BoosterJP.jpg
Monster Figure Collection Volume 2 promotional cards,Japanese,MFC2-JP,MFC2,Promotional card,2010-05-29,Set Card Lists:Monster Figure Collection Volume 2 promotional cards (OCG-JP),Set Card Galleries:Monster Figure Collection Volume 2 promotional cards (OCG-JP),https://ms.yugipedia.com//5/54/MFC2-PromoJP.jpg
Monster Figure Collection Volume 3 promotional cards,Japanese,MFC3-JP,MFC3,Promotional card,2010-09-25,Set Card Lists:Monster Figure Collection Volume 3 promotional cards (OCG-JP),Set Card Galleries:Monster Figure Collection Volume 3 promotional cards (OCG-JP),https://ms.yugipedia.com//5/5f/MFC3-PromoJP.jpg
Monster Strike collaboration cards,Japanese,MSC1-JP,MSC1,Promotional card,2019-02-15,Set Card Lists:Monster Strike collaboration cards (OCG-JP),Set Card Galleries:Monster Strike collaboration cards (OCG-JP),https://ms.yugipedia.com//a/a9/MSC1-PromoJP.png
Movie Pack,Japanese,MOV-JPT,MOV,Booster pack,2005-08-26,Set Card Lists:Movie Pack (OCG-JP),Set Card Galleries:Movie Pack (OCG-JP),https://ms.yugipedia.com//9/9e/MOV-BoosterEN.png
Mythological Age,Japanese,MA,MA,Booster pack,2001-11-29,Set Card Lists:Mythological Age (OCG-JP),Set Card Galleries:Mythological Age (OCG-JP),https://ms.yugipedia.com//f/fc/MA-BoosterJP.jpg
Nightshroud Boss Duel Deck,Japanese,BD-JP,BD,Boss Duel Deck,2014-07-19,Set Card Lists:Nightshroud Boss Duel Deck (OCG-JP),Set Card Galleries:Nightshroud Boss Duel Deck (OCG-JP),https://ms.yugipedia.com//0/07/Boss_Duel_banner.png
Number Complete File -Piece of Memories-,Japanese,NCF1-JP,NCF1,Binder,2021-04-28,Set Card Lists:Number Complete File -Piece of Memories- (OCG-JP),Set Card Galleries:Number Complete File -Piece of Memories- (OCG-JP),https://ms.yugipedia.com//0/0d/NCF1-PromoJP.png
Numbers Guide 2 promotional card,Japanese,OG02-JP,OG02,Promotional card,2013-04-04,Set Card Lists:Numbers Guide 2 promotional card (OCG-JP),Set Card Galleries:Numbers Guide 2 promotional card (OCG-JP),https://ms.yugipedia.com//6/61/OG02-PromoJP.png
Numbers Guide 3 promotional card,Japanese,OG03-JP,OG03,Promotional card,2014-05-02,Set Card Lists:Numbers Guide 3 promotional card (OCG-JP),Set Card Galleries:Numbers Guide 3 promotional card (OCG-JP),https://ms.yugipedia.com//9/94/OG03-PromoJP.png
Numbers Guide promotional card,Japanese,OG01-JP,OG01,Promotional card,2012-04-23,Set Card Lists:Numbers Guide promotional card (OCG-JP),Set Card Galleries:Numbers Guide promotional card (OCG-JP),https://ms.yugipedia.com//5/5f/OG01-PromoJP.png
Official Guide Starter Book promotional card,Japanese,,,Promotional cards,1999-05-05,Set Card Lists:Official Guide Starter Book promotional card (OCG-JP),Set Card Galleries:Official Guide Starter Book promotional card (OCG-JP),https://ms.yugipedia.com//2/25/OfficialGuideStarterBook-JP.jpg
Order of Chaos,Japanese,ORCS-JP,ORCS,Booster pack,2011-11-19,Set Card Lists:Order of Chaos (OCG-JP),Set Card Galleries:Order of Chaos (OCG-JP),https://ms.yugipedia.com//e/e5/ORCS-BoosterEN.png
Order of Chaos 2-Pack Set,Japanese,ORCS-JP,ORCS,Promotional card,2011-12-24,Set Card Lists:Order of Chaos 2-Pack Set (OCG-JP),Set Card Galleries:Order of Chaos 2-Pack Set (OCG-JP),https://ms.yugipedia.com//5/5f/ORCS-PromoJP.png
Pegasus Boss Duel Deck,Japanese,BD-JP,BD,Boss Duel Deck,2014-05-25,Set Card Lists:Pegasus Boss Duel Deck (OCG-JP),Set Card Galleries:Pegasus Boss Duel Deck (OCG-JP),https://ms.yugipedia.com//0/07/Boss_Duel_banner.png
Perfect Rulebook 2015 promotional card,Japanese,RB02-JP,RB02,Book promotional card,2015-05-01,Set Card Lists:Perfect Rulebook 2015 promotional card (OCG-JP),Set Card Galleries:Perfect Rulebook 2015 promotional card (OCG-JP),https://ms.yugipedia.com//4/41/RB02-PromoJP.png
Perfect Rulebook 2016 promotional card,Japanese,RB03-JP,RB03,Book promotional card,2016-04-01,Set Card Lists:Perfect Rulebook 2016 promotional card (OCG-JP),Set Card Galleries:Perfect Rulebook 2016 promotional card (OCG-JP),https://ms.yugipedia.com//7/79/RB03-PromoJP.png
Perfect Rulebook 2017 promotional card,Japanese,RB04-JP,RB04,Book promotional card,2017-03-24,Set Card Lists:Perfect Rulebook 2017 promotional card (OCG-JP),Set Card Galleries:Perfect Rulebook 2017 promotional card (OCG-JP),https://ms.yugipedia.com//c/ca/RB04-PromoJP.png
Perfect Rulebook 2018 promotional card,Japanese,RB05-JP,RB05,Book promotional card,2018-03-23,Set Card Lists:Perfect Rulebook 2018 promotional card (OCG-JP),Set Card Galleries:Perfect Rulebook 2018 promotional card (OCG-JP),https://ms.yugipedia.com//0/0e/RB05-PromoJP.png
Perfect Rulebook 2020 promotional card,Japanese,RB06-JP,RB06,Book promotional card,2020-03-27,Set Card Lists:Perfect Rulebook 2020 promotional card (OCG-JP),Set Card Galleries:Perfect Rulebook 2020 promotional card (OCG-JP),https://ms.yugipedia.com//5/58/RB06-PromoJP.png
Perfect Rulebook 2024 promotional card,Japanese,RB07-JP,RB07,Book promotional card,2024-04-26,Set Card Lists:Perfect Rulebook 2024 promotional card (OCG-JP),,https://ms.yugipedia.com//e/e0/RB07-PromoJP.png
Perfect Rulebook promotional card,Japanese,RB01-JP,RB01,Book promotional card,2014-04-04,Set Card Lists:Perfect Rulebook promotional card (OCG-JP),Set Card Galleries:Perfect Rulebook promotional card (OCG-JP),https://ms.yugipedia.com//9/9a/RB01-PromoJP.png
Perfect Rulebook promotional cards,Japanese,,,,,Set Card Lists:Perfect Rulebook promotional cards (OCG-JP),Set Card Galleries:Perfect Rulebook promotional cards (OCG-JP),
Phantom Darkness,Japanese,PTDN-JP,PTDN,Booster pack,2007-11-23,Set Card Lists:Phantom Darkness (OCG-JP),Set Card Galleries:Phantom Darkness (OCG-JP),https://ms.yugipedia.com//0/07/PTDN-BoosterEN.png
Phantom Darkness 2-Pack Set,Japanese,PTDN-JP,PTDN,Promotional card,2007-12-29,Set Card Lists:Phantom Darkness 2-Pack Set (OCG-JP),Set Card Galleries:Phantom Darkness 2-Pack Set (OCG-JP),https://ms.yugipedia.com//3/3f/PTDN-PromoJP.png
Phantom God,Japanese,PG,PG,Booster pack,2000-08-10,Set Card Lists:Phantom God (OCG-JP),Set Card Galleries:Phantom God (OCG-JP),https://ms.yugipedia.com//e/ea/PG-BoosterJP.jpg
Phantom Nightmare,Japanese,PHNI-JP,PHNI,Booster pack,2023-10-28,Set Card Lists:Phantom Nightmare (OCG-JP),Set Card Galleries:Phantom Nightmare (OCG-JP),https://ms.yugipedia.com//4/41/PHNI-BoosterEN.png
Phantom Nightmare +1 Bonus Pack,Japanese,PHNI-JPS,PHNI,Booster pack,2023-10-28,Set Card Lists:Phantom Nightmare +1 Bonus Pack (OCG-JP),Set Card Galleries:Phantom Nightmare +1 Bonus Pack (OCG-JP),https://ms.yugipedia.com//6/62/PHNI-BoosterJP-BonusPack.png
Phantom Rage,Japanese,PHRA-JP,PHRA,Booster pack,2020-08-08,Set Card Lists:Phantom Rage (OCG-JP),Set Card Galleries:Phantom Rage (OCG-JP),https://ms.yugipedia.com//1/13/PHRA-BoosterEN.png
Phantom Rage +1 Bonus Pack,Japanese,PHRA-JPS,PHRA,Booster pack,2020-08-08,Set Card Lists:Phantom Rage +1 Bonus Pack (OCG-JP),Set Card Galleries:Phantom Rage +1 Bonus Pack (OCG-JP),https://ms.yugipedia.com//4/45/PHRA-BoosterJP-BonusPack.png
Pharaoh's Inheritance,Japanese,309,309,Booster pack,2004-02-26,Set Card Lists:Pharaoh's Inheritance (OCG-JP),Set Card Galleries:Pharaoh's Inheritance (OCG-JP),https://ms.yugipedia.com//3/30/309-BoosterJP.jpg
Pharaoh's Inheritance: Vendor Edition,Japanese,309-JP,309,Vendor Edition,2004-02-26,Set Card Lists:Pharaoh's Inheritance: Vendor Edition (OCG-JP),Set Card Galleries:Pharaoh's Inheritance: Vendor Edition (OCG-JP),https://ms.yugipedia.com//3/36/309-VendorJP.png
Pharaoh's Servant,Japanese,,,,,Set Card Lists:Pharaoh's Servant (OCG-JP),Set Card Galleries:Pharaoh's Servant (OCG-JP),
Pharaonic Guardian,Japanese,,,,,Set Card Lists:Pharaonic Guardian (OCG-JP),Set Card Galleries:Pharaonic Guardian (OCG-JP),
Pharaonic Legend Pack,Japanese,VP22-JP,VP22,Booster pack,2022-05-27,Set Card Lists:Pharaonic Legend Pack (OCG-JP),Set Card Galleries:Pharaonic Legend Pack (OCG-JP),https://ms.yugipedia.com//7/72/VP22-BoosterJP.png
Photon Hypernova,Japanese,PHHY-JP,PHHY,Booster pack,2022-10-15,Set Card Lists:Photon Hypernova (OCG-JP),Set Card Galleries:Photon Hypernova (OCG-JP),https://ms.yugipedia.com//b/b3/PHHY-BoosterEN.png
Photon Hypernova +1 Bonus Pack,Japanese,PHHY-JPS,PHHY,Booster pack,2022-10-15,Set Card Lists:Photon Hypernova +1 Bonus Pack (OCG-JP),Set Card Galleries:Photon Hypernova +1 Bonus Pack (OCG-JP),https://ms.yugipedia.com//8/8a/PHHY-BoosterJP-BonusPack.png
Photon Shockwave,Japanese,PHSW-JP,PHSW,Booster pack,2011-07-16,Set Card Lists:Photon Shockwave (OCG-JP),Set Card Galleries:Photon Shockwave (OCG-JP),https://ms.yugipedia.com//3/30/PHSW-BoosterEN.png
Photon Shockwave 2-Pack Set,Japanese,PHSW-JP,PHSW,Promotional card,2011-08-27,Set Card Lists:Photon Shockwave 2-Pack Set (OCG-JP),Set Card Galleries:Photon Shockwave 2-Pack Set (OCG-JP),https://ms.yugipedia.com//e/e3/PHSW-PromoJP.png
